NIR_R,NIR_S,NIR_T,NIR_U,NIR_V,NIR_W,Vis_Violet,Vis_Blue,Vis_Green,Vis_Yellow,Vis_Orange,Vis_Red,Â°BRIX,Humedad,pH,IM,"Clase (R=0,A=1)"
845.6289999999999,230.55900000000003,211.574,127.719,106.249,55.804,314.15099999999995,412.851,661.456,801.144,403.137,235.022,7.1066538696132735,62.755290854956314,6.095152261712624,37.4722059809697,1
2446.6510000000003,566.687,162.95499999999998,99.291,172.785,92.023,359.636,534.391,1246.596,1618.984,1205.335,819.9889999999999,7.144842920595384,62.82945341593895,6.160657827558344,37.44707980176532,1
474.601,159.224,223.417,142.05599999999998,77.89500000000001,39.291,313.39,381.609,493.925,695.5310000000001,348.336,286.116,7.25581413636988,62.84538703577639,6.1263434141887645,37.45727144380834,1
1223.848,246.195,204.516,108.905,102.237,45.782,602.838,629.254,2048.8540000000003,2130.262,2223.324,1057.638,7.158267207477715,62.87866863294749,6.172601221016855,37.09119350922673,1
1578.754,443.028,242.00100000000003,148.852,148.186,80.179,550.388,562.895,1421.78,2012.788,1491.761,814.735,7.1705472069836365,62.78617050084507,6.203041956390675,37.062857112723584,1
3895.968,707.006,298.463,163.026,258.11,124.479,549.6279999999999,700.172,2809.687,2811.824,2659.456,1035.511,7.200560041551538,62.86129120565222,6.154275172763129,37.195393582684495,1
2950.132,729.795,336.575,201.232,240.003,126.302,577.92,619.107,1942.844,2489.714,2055.412,1080.161,7.145604080858149,62.90206986984738,6.152335666343888,36.90504416228747,1
3168.063,766.281,384.489,218.636,261.01300000000003,135.64100000000002,590.543,533.9359999999999,2018.245,2387.09,2248.543,983.064,7.28066008281898,62.71060774774259,6.131811311834716,36.65751193617496,1
2672.4700000000003,560.556,232.042,125.398,177.398,88.148,455.50200000000007,638.832,1885.71,2184.564,1976.436,1106.583,7.152635469591038,62.84709091504904,6.123890191396031,37.661061160716095,1
2467.761,671.8489999999999,266.546,157.142,198.666,108.991,617.42,821.484,1947.232,2714.824,2308.748,1587.451,7.190588836057827,62.99147430915012,6.105403664675471,37.32432476377558,1
2857.694,713.956,211.65500000000003,124.404,193.454,108.648,497.94,530.745,1542.481,1883.012,1673.8920000000005,1030.021,7.177576092015228,62.95162742695528,6.138683110820198,37.571408261256,1
2217.121,569.856,243.492,155.731,192.772,107.739,567.256,680.105,1595.128,2252.745,1890.251,1255.81,7.163327848463071,62.95029778274773,6.053881985592725,38.18759180100893,1
4389.475,1122.339,261.84000000000003,162.03,305.0,179.715,607.409,655.02,2165.064,2684.246,2426.788,1288.52,7.1895606430960814,62.87315174580344,6.124437147569136,37.03615721460238,1
2308.98,576.909,237.453,132.10899999999998,163.56,83.47999999999999,633.307,552.751,2068.34,2622.215,2457.129,1379.487,7.115903665313874,62.97481480310403,6.155341033785805,37.121433589197444,1
2708.54,770.878,252.038,142.055,199.006,104.208,682.273,580.455,1700.323,2282.532,2419.392,1610.609,7.308146287824965,55.10233371441118,6.376958336410753,35.73986872071251,1
4151.133,767.199,239.727,128.049,250.167,124.481,448.212,519.571,2129.456,2319.609,2379.004,1265.757,7.328892879585006,55.03020940679111,6.360206491344109,35.62736209436966,1
4629.442,942.47,259.333,144.542,281.257,147.71300000000002,459.311,538.4970000000001,2722.046,2655.5150000000003,2901.792,1263.449,7.383396016303022,54.8597667286194,6.349477874499021,34.597777769337625,1
3463.47,806.24,200.125,116.695,224.79900000000004,126.075,501.53100000000006,614.774,1464.736,1849.626,1744.149,1337.7040000000002,7.443645447374434,55.124767573981494,6.385221760978507,33.93394576476116,1
6920.101,1669.914,379.628,230.323,459.25,266.725,760.294,891.493,3308.4080000000004,3725.698,3921.393,2286.148,7.365226077625577,55.20704513756189,6.399773221980644,35.23867911936697,1
5694.859,1150.034,337.437,188.965,356.843,188.712,716.55,888.296,3945.581,3923.478,4190.941000000001,2004.011,7.395766728184311,55.07659162414622,6.40366022568155,34.58764011513435,1
2842.616,528.058,177.46099999999998,97.963,180.814,90.541,436.35,562.897,2220.773,2453.163,2224.082,1251.353,7.430837963577279,55.14813266941515,6.476814607173048,35.618923887616035,1
4389.7080000000005,860.1,256.589,138.659,263.318,133.249,484.121,438.505,2023.756,2021.046,2109.361,898.143,7.438030031109275,55.15596301839961,6.41986818984449,34.17494030999681,1
4509.052,917.941,263.097,144.956,275.534,144.066,657.572,761.283,3509.509,3515.086,3847.155,1868.87,7.432475944425701,54.96453623801276,6.422928880828017,34.32096544980311,1
4069.596,957.596,240.669,140.067,260.585,141.904,859.642,1017.366,3460.943,3907.225,4183.545,2484.56,7.424714995896327,55.33123362815711,6.487127535031285,35.67938823571609,1
4387.851000000001,858.7700000000001,251.334,134.597,259.903,133.818,469.866,558.451,2929.266,2917.61,3171.246,1463.691,7.415881612840687,55.106802776591316,6.392803616216406,34.67167200603579,1
4209.3550000000005,941.652,236.2,136.834,267.42,148.624,921.341,1092.956,3974.762,4363.8550000000005,4685.949,2654.877,7.37960447539317,55.07662668488383,6.39592084316167,34.51987155402194,1
5100.68,871.7479999999999,342.771,181.257,331.479,171.401,593.046,904.602,3373.911,3601.546,3311.282,1709.5369999999998,7.380090041073268,55.18974278880152,6.38711564840121,35.28019837573054,1
5181.404,1241.6039999999998,290.467,174.048,345.399,203.29,892.1790000000001,1159.542,3752.3380000000006,4207.806,4293.433,2575.447,7.407503895654238,55.082844305960435,6.40474166090386,35.36534449309252,1
5390.404,1398.986,319.166,195.677,365.813,213.65500000000003,976.404,1107.438,4212.592,4562.163,5050.5,2774.655,8.072255345710902,54.51862726609512,6.459411501338513,37.90555914852275,1
4718.635,900.26,303.248,161.7,290.139,143.61200000000002,611.761,742.129,2998.441,3157.481,3141.003,1692.743,7.989125899750852,54.395368921604266,6.494409975664586,37.8537505637466,1
6609.844999999999,1557.497,374.373,224.355,435.337,247.25100000000003,828.088,998.779,3386.357,3810.926,3990.414,2389.451,7.934066108007948,54.327833359975216,6.471067968222135,37.794190077661405,1
5581.892,1128.469,344.81,187.392,335.235,171.51399999999998,860.5130000000001,859.567,4252.588,4369.652,5107.008,2515.041,8.000384838480091,54.275292989216474,6.524246953718778,37.28703233846788,1
1225.008,221.566,118.883,61.33200000000001,81.47999999999999,36.785,374.109,200.781,1135.487,1356.797,1378.933,578.839,7.9908720129494535,54.3763353017323,6.448203171859347,38.72649614978027,1
3667.833,877.165,244.98,141.643,239.91800000000003,130.858,395.762,354.131,1107.634,1807.275,1884.754,1177.655,7.983468011343826,54.383536690006416,6.55229143472149,37.45454158687348,1
1598.472,402.15,122.492,71.941,116.841,64.348,248.535,298.037,1214.56,1553.611,1107.775,710.237,8.04096075552359,54.34018889422867,6.471126661650296,38.210555709225524,1
3067.505,955.142,221.925,140.231,229.497,142.929,892.3969999999999,724.3430000000001,2363.411,3405.433,3967.283,2869.204,8.024290020145301,54.37908306643895,6.484032693100034,37.754598923182336,1
3576.785,939.709,277.995,171.976,271.177,156.254,529.389,549.101,1376.888,2311.6130000000003,2441.103,2051.682,7.974774866737904,54.41984526945558,6.381877849809881,38.10531654983337,1
1306.195,363.722,100.534,59.59,93.098,53.98199999999999,181.069,146.625,553.1020000000001,794.906,668.515,471.63499999999993,8.015127197629331,54.54614879796555,6.402354650042969,38.16267137919641,1
2454.306,521.313,174.091,96.969,163.305,82.115,521.01,464.388,1614.515,2189.396,2072.953,1325.448,7.9757284756130815,54.313568902738,6.4765728385652865,38.29346418186336,1
7479.83,1761.7900000000002,457.812,273.337,496.917,293.60299999999995,644.08,531.313,2036.5080000000005,2791.177,2878.281,1885.584,8.112443065828636,54.34102492663752,6.511101580301546,37.17435834686031,1
4226.056,896.991,254.47,140.81400000000002,256.316,131.997,553.0,512.614,1752.255,2683.455,2923.9790000000003,1944.718,8.12706221427555,54.269748596577585,6.401957538644813,38.04463314668643,0
3555.213,1091.474,250.707,152.998,245.724,148.622,638.967,497.109,1354.748,1988.188,2540.373,1793.5809999999997,8.025821638121341,54.198457752920774,6.403541247429097,37.50030064332795,0
1959.989,461.524,137.70499999999998,75.005,120.941,63.322,288.362,191.32,816.54,1210.326,1434.873,943.111,8.287268894809225,49.476796980723584,6.479780502452167,42.4352240662773,0
1909.422,453.658,211.261,108.904,142.038,75.736,362.248,323.007,864.396,1199.08,1344.993,1043.949,8.288131162601271,49.44056394569885,6.530483153788811,41.479746734818555,0
2325.682,618.604,151.741,84.455,142.123,79.721,215.563,131.801,652.376,971.689,1298.63,837.338,8.292219359058514,49.26181929841042,6.550332764847416,42.23995587644782,0
2711.787,666.1270000000001,182.481,93.322,145.36700000000002,78.58099999999999,486.079,279.566,746.346,1186.867,2035.123,1531.103,8.269476804582144,49.472831026219716,6.49537406955379,41.914679448936795,0
2292.163,654.679,173.308,93.404,136.74200000000002,78.239,318.721,176.154,663.193,968.787,1433.5459999999998,977.016,8.280878697755828,49.37053416076535,6.483915613787329,42.161203349637525,0
2020.301,486.871,137.467,72.438,115.987,61.501,288.688,220.505,590.446,869.327,1049.751,869.094,8.26646325587714,49.63750986979525,6.611767920358829,43.21360911259238,0
1505.917,503.02,118.727,69.702,105.226,64.80199999999999,261.266,231.112,404.853,660.739,617.886,731.567,8.341854556819644,49.56334933536196,6.587525809401079,41.35670843352357,0
2267.806,561.885,179.972,95.395,152.459,82.911,436.131,370.096,1247.8200000000002,1632.601,1692.7599999999998,1153.379,8.33371699609583,49.493179700911206,6.533830244215036,41.53821466547081,0
1544.888,584.676,137.86200000000002,88.6,122.906,77.67,245.596,222.331,415.77,866.9540000000001,930.005,1074.7469999999998,8.333316335079443,49.46329598094963,6.48315287366033,42.14081636016687,0
1760.15,457.643,125.235,67.299,103.005,56.49,374.216,237.61,850.006,1239.41,1632.366,979.323,8.200547962856385,49.50387406464711,6.499022712824836,42.584381798931126,0
1803.53,487.382,117.471,67.215,112.144,63.208000000000006,344.076,233.277,765.732,1227.724,1551.396,1176.063,8.262218171506895,49.45895146541161,6.5150756507940635,41.810542098473334,0
2247.625,486.668,150.879,83.128,136.228,68.788,375.522,271.928,868.575,1445.979,1893.665,1396.2,8.239448331838586,49.68776876956502,6.541842010023513,41.88498406138651,0
1279.054,480.126,116.844,70.36600000000001,90.877,57.399,300.767,243.081,466.784,893.927,1041.88,1002.88,8.186474360019508,49.45607578670101,6.4929480737758265,41.73683097584528,0
1274.995,510.069,111.59,70.44800000000001,97.965,64.005,308.492,298.607,439.74799999999993,838.8369999999999,806.465,1066.471,8.21680059015261,49.422367507018684,6.477147224881175,42.24866927189837,0
1828.234,498.419,123.119,70.696,120.002,69.47200000000001,367.144,344.784,831.03,1529.975,1653.6989999999998,1467.672,8.799470678827285,49.95071141610636,6.6609055530992585,51.237712866256985,0
1842.4990000000005,708.846,149.858,92.909,130.76299999999998,83.365,265.727,208.077,454.644,757.299,975.228,995.716,8.796079788516444,50.150923222406874,6.46901112758652,52.31067847099095,0
1127.697,579.259,105.004,71.027,94.806,67.99,333.302,303.28200000000004,443.624,873.368,1029.935,1242.996,8.809584236741832,50.13104188206406,6.5514648623592855,49.92529661301878,0
1516.4720000000002,466.432,121.315,71.02799999999999,106.591,62.638,390.541,335.664,603.605,1226.58,1379.5030000000002,1452.072,8.698892228251337,49.97895547759171,6.627335662480574,50.695649215100275,0
2025.055,539.0939999999999,137.389,73.764,115.731,63.777,323.398,285.496,443.828,789.107,1185.711,1090.664,8.792201907130902,50.11449118884958,6.583679602652539,51.399400559003084,0
2066.924,549.825,145.623,75.338,120.174,69.471,350.82,214.691,663.0899999999999,1050.853,1575.385,1067.027,8.82818717384263,50.221738503757976,6.506900536569823,52.075856647679196,0
1940.968,770.981,198.087,117.855,153.994,98.628,249.40500000000003,229.629,463.521,804.7470000000001,1012.205,1112.711,8.814722467657832,50.10701777025902,6.492043725089797,51.814606682316466,0
1570.984,558.615,146.017,87.438,118.121,77.67,257.238,311.265,679.107,1138.1029999999998,1238.615,1278.571,8.731264987309329,49.77877063521864,6.569118686146336,51.783363204656894,0
2187.431,731.226,181.462,100.946,145.79500000000002,91.793,445.926,380.926,557.079,970.282,1284.408,1228.749,8.739407943315333,50.07629318726182,6.4520428889363535,50.95170752402886,0
2268.62,908.133,177.54000000000002,112.717,167.916,115.368,329.058,342.389,524.33,992.953,1215.48,1335.398,8.709663160487086,50.07813081307407,6.595732472768565,49.8402317721773,0
2645.678,777.42,208.125,111.722,160.48600000000002,94.3,430.692,332.355,727.162,1077.476,1190.166,979.006,8.723963738359636,50.11723272575187,6.616491335487121,51.4237085329749,0
1737.534,721.211,165.543,98.628,124.699,82.797,317.523,248.668,352.408,639.562,926.495,990.306,8.687457505048862,49.944205804331624,6.447971091322473,51.092595918272735,0
2374.743,643.438,176.523,91.249,135.119,76.077,631.023,479.437,1018.662,1586.999,2435.795,2083.041,8.670692560457278,50.15517330060718,6.541146501073474,51.37748764485566,0
2108.331,550.643,203.341,105.423,137.51,74.483,466.057,386.742,604.015,1020.188,1535.657,1383.23,8.73987479238909,50.0284547442533,6.583526971671283,51.046323142922866,0
2922.76,898.32,208.91,116.364,179.275,113.203,307.186,290.741,697.167,1068.076,1371.823,1219.359,9.529286593116693,52.38235199329548,6.708958131619487,48.43460108626509,0
2568.782,700.056,197.93,105.093,153.993,85.75699999999999,462.684,385.488,634.4190000000001,1063.769,1492.708,1410.368,9.523620228170039,52.41125541836162,6.5918184558552895,49.390442435289756,0
2150.896,714.057,177.698,102.523,156.98399999999998,98.172,284.663,331.218,501.271,933.644,1291.804,1459.553,9.4916431900181,52.37638230463834,6.73943403206356,49.750934881946165,0
1384.831,553.4019999999999,117.158,69.86800000000001,95.49,65.713,343.312,338.741,506.168,920.99,1271.609,1426.843,9.483700694502044,52.401796870287725,6.591258162263013,49.88780725631524,0
2361.754,830.664,201.459,112.468,153.909,96.462,411.541,291.88199999999995,527.5930000000001,841.3870000000001,1177.461,1124.252,9.49271460640804,52.507009353396825,6.60493098218989,48.829367518885874,0
2442.012,954.425,254.314,134.847,162.877,99.993,609.694,350.256,652.7850000000001,986.009,1594.061,1592.386,9.45435151757223,52.65567473064718,6.700065280001533,48.76348700698715,0
2439.924,859.793,203.027,120.59,174.493,118.67,284.009,240.686,386.692,659.507,963.472,1048.326,9.485612627232051,52.48256064034188,6.609224212692219,48.89915417616477,0
2720.835,868.4780000000001,215.808,117.191,161.083,95.667,613.828,388.794,724.7149999999999,1115.434,1810.515,1592.625,9.504756646944799,52.38806012756652,6.672064672427839,48.22168516696715,0
3076.785,825.247,205.379,114.042,183.889,103.98,605.232,402.133,1017.847,1478.136,2337.951,1860.116,9.545397273810025,52.35288409887534,6.661961888207472,48.93807168450524,0
3119.815,1200.109,283.95500000000004,159.45999999999998,216.087,143.044,460.289,252.317,611.665,850.4370000000001,1367.084,1248.17,9.567217755035092,52.641976534282996,6.60581128391047,49.261669379411344,0
2116.681,790.297,180.52,103.849,144.429,94.527,445.492,322.209,556.163,859.6610000000001,1166.179,1209.808,9.421231077511543,52.42717109007401,6.659883081484064,48.91918605458493,0
2117.261,799.595,186.637,104.593,142.63600000000002,92.59,447.45,326.313,596.0559999999999,889.8870000000001,1232.358,1176.46,9.491248959967756,52.462471198178925,6.634812021177539,49.75403167887044,0
2895.504,921.417,236.197,127.137,172.36,101.816,536.136,338.4,717.675,1146.536,1943.63,1587.053,9.4267874554754,52.400618488681744,6.6173448278678215,49.00263964759734,0
2240.3190000000004,754.018,199.185,109.068,146.565,87.921,423.837,353.90500000000003,484.946,860.277,1095.734,1209.172,9.563631443574383,52.51086641298393,6.673157899893721,48.93433619394891,0
4615.177,1139.407,339.947,179.269,274.509,145.777,670.52,267.255,1148.75,1502.652,2388.011,1571.612,9.449438898058315,52.53729111772237,6.627996521584371,49.25237176167522,0
3638.488,1288.716,349.357,181.591,228.644,137.235,739.838,457.774,815.725,1190.382,1864.178,1928.084,9.995657080814373,45.28860382153081,6.658144868694475,65.33009795651994,0
2745.191,1164.649,289.288,157.141,183.033,117.076,712.633,374.087,647.173,985.395,1652.369,1746.306,10.064893927470866,45.24285431629542,6.667597566290121,65.32456113961493,0
3774.186,1279.109,310.539,171.231,241.712,148.51,921.016,522.192,972.749,1498.783,2454.094,2395.899,9.923814626616599,45.289723090565104,6.722155979793776,65.36582945945351,0
3146.838,1269.196,329.438,176.782,206.695,128.808,773.134,331.902,650.845,929.073,1682.7099999999998,1691.869,10.017870914502398,45.16913923513174,6.637497595990023,65.59158140071914,0
3056.836,1267.052,290.151,165.346,215.063,143.725,556.8100000000001,335.776,675.4359999999999,956.752,1514.61,1353.3049999999998,9.963458620578828,45.28949477938173,6.681057681003108,64.83534964848673,0
1954.885,658.6659999999999,176.91299999999998,95.893,128.286,77.101,677.923,476.128,755.835,1269.197,1824.453,1749.73,10.080257255172109,45.34776561571349,6.636474701317744,64.50641890616363,0
4092.909,1356.167,399.703,202.392,254.948,149.649,718.944,385.03,826.54,1068.778,1709.3529999999998,1566.439,10.004354726190746,45.45635657477169,6.658321618080397,65.0573019331546,0
2577.713,970.368,261.371,136.172,166.465,101.474,757.575,433.488,786.647,1090.919,1651.9919999999995,1682.956,10.059685083621636,45.26476051816546,6.60942520559053,64.9225010511042,0
1952.567,729.183,206.869,105.256,122.137,73.458,809.697,427.218,885.1049999999999,1171.405,1943.725,1785.943,9.92951972941512,45.23423449409782,6.666498585054087,65.17843381221124,0
2327.305,983.043,251.96,136.172,154.763,100.676,811.655,410.915,781.137,1090.13,1822.841,1827.725,9.940499398333458,45.402824498518555,6.6679561615640495,65.71301170060612,0
1684.5310000000002,688.713,154.8,88.018,115.56,76.192,594.4599999999999,437.93500000000006,707.0640000000001,1157.169,1683.2779999999998,1673.166,10.015852146582919,45.08321342777456,6.671126446685844,65.0892740593851,0
4297.848,1685.959,443.304,236.29,298.17,191.787,578.245,391.987,610.134,926.438,1342.337,1420.8719999999998,9.97771199606318,45.20229450332679,6.6788862998882195,66.11289331117337,0
3860.131,1300.674,327.244,178.024,254.694,158.64600000000002,847.5649999999999,522.309,1036.517,1609.318,2427.547,2252.484,9.971459202429875,45.40315616013844,6.6986747478958,65.17669651084987,0
3120.278,1174.663,296.581,160.62,204.301,126.414,748.542,430.524,659.724,1013.598,1562.964,1625.255,9.927236881858937,45.25940050629368,6.699631527598376,64.76437325142584,0
3383.559,1222.389,338.37800000000004,180.264,217.966,128.80599999999998,997.405,405.8970000000001,1065.188,1360.927,2530.322,2146.392,9.917275844422448,45.314405731541406,6.629464334390484,65.53692369779459,0
